"mnth","hr","holiday","weekday","weathersit","temp","atemp","humidity","windspeed","total"
"Nov","6 PM","No","Tuesday","Fair",51.44,51.80108,82,19.9995,358
"Nov","8 PM","No","Tuesday","Fair",49.748,49.99532,87,16.9979,184
"Nov","9 PM","No","Tuesday","Fair",49.748,49.99532,87,16.9979,125
"Nov","10 PM","No","Tuesday","Good",49.748,49.99532,82,19.9995,95
"Nov","11 PM","No","Tuesday","Good",48.056,42.79604,76,26.0027,53
"Nov","1 AM","No","Wednesday","Good",46.364,39.1964,66,22.0028,8
"Nov","2 AM","No","Wednesday","Good",44.672,41.00216,70,11.0014,5
"Nov","4 AM","No","Wednesday","Good",42.98,37.40252,75,15.0013,5
"Nov","5 AM","No","Wednesday","Good",41.288,35.59676,81,12.998,22
"Nov","6 AM","No","Wednesday","Good",39.596,35.59676,87,7.0015,103
"Nov","7 AM","No","Wednesday","Good",39.596,35.59676,81,7.0015,285
"Nov","8 AM","No","Wednesday","Good",41.288,35.59676,81,12.998,478
"Nov","10 AM","No","Wednesday","Good",46.364,41.00216,66,15.0013,110
"Nov","11 AM","No","Wednesday","Good",49.748,49.99532,54,19.9995,122
"Nov","12 PM","No","Wednesday","Fair",48.056,42.79604,53,19.0012,160
"Nov","1 PM","No","Wednesday","Fair",49.748,49.99532,43,23.9994,147
"Nov","3 PM","No","Wednesday","Good",48.056,42.79604,46,22.0028,115
"Nov","4 PM","No","Wednesday","Good",48.056,42.79604,46,19.0012,226
"Nov","5 PM","No","Wednesday","Fair",46.364,39.1964,49,22.0028,380
"Nov","6 PM","No","Wednesday","Good",46.364,39.1964,49,22.0028,376
"Nov","7 PM","No","Wednesday","Fair",44.672,39.1964,57,19.0012,279
"Nov","8 PM","No","Wednesday","Fair",44.672,39.1964,57,19.0012,190
"Nov","10 PM","No","Wednesday","Good",42.98,35.59676,56,19.9995,87
"Nov","11 PM","No","Wednesday","Good",41.288,33.80288,52,19.0012,50
"Dec","1 AM","No","Thursday","Good",39.596,31.99712,60,19.0012,10
"Dec","3 AM","No","Thursday","Good",39.596,31.99712,56,16.9979,7
"Dec","4 AM","No","Thursday","Good",39.596,31.99712,56,19.0012,1
"Dec","5 AM","No","Thursday","Good",39.596,31.99712,56,16.9979,24
"Dec","6 AM","No","Thursday","Good",37.904,28.39748,65,19.0012,97
"Dec","7 AM","No","Thursday","Good",37.904,28.39748,65,23.9994,276
"Dec","8 AM","No","Thursday","Good",39.596,30.20324,60,22.0028,477
"Dec","10 AM","No","Thursday","Good",44.672,39.1964,53,19.9995,93
"Dec","11 AM","No","Thursday","Good",46.364,41.00216,49,16.9979,102
"Dec","12 PM","No","Thursday","Good",48.056,44.6018,46,15.0013,148
"Dec","1 PM","No","Thursday","Good",51.44,51.80108,40,15.0013,154
"Dec","2 PM","No","Thursday","Good",51.44,51.80108,40,15.0013,150
"Dec","3 PM","No","Thursday","Good",51.44,51.80108,40,15.0013,154
"Dec","4 PM","No","Thursday","Good",51.44,51.80108,40,12.998,201
"Dec","5 PM","No","Thursday","Good",48.056,44.6018,46,8.9981,418
"Dec","6 PM","No","Thursday","Good",48.056,46.39568,43,7.0015,405
"Dec","7 PM","No","Thursday","Good",46.364,44.6018,46,7.0015,228
"Dec","8 PM","No","Thursday","Good",46.364,44.6018,46,7.0015,190
"Dec","9 PM","No","Thursday","Good",42.98,41.00216,61,7.0015,162
"Dec","10 PM","No","Thursday","Good",42.98,42.79604,61,0,104
"Dec","12 AM","No","Friday","Good",39.596,37.40252,70,6.0032,38
"Dec","1 AM","No","Friday","Good",37.904,37.40252,75,0,15
"Dec","2 AM","No","Friday","Good",37.904,37.40252,75,0,10
"Dec","4 AM","No","Friday","Good",36.212,35.59676,80,0,3
"Dec","5 AM","No","Friday","Good",36.212,33.80288,80,6.0032,23
"Dec","6 AM","No","Friday","Good",36.212,35.59676,80,0,87
"Dec","7 AM","No","Friday","Good",36.212,33.80288,87,6.0032,205
"Dec","8 AM","No","Friday","Good",37.904,37.40252,87,0,445
"Dec","9 AM","No","Friday","Good",41.288,41.00216,81,0,246
"Dec","11 AM","No","Friday","Good",46.364,42.79604,66,11.0014,160
"Dec","12 PM","No","Friday","Good",48.056,44.6018,57,8.9981,204
"Dec","1 PM","No","Friday","Good",51.44,51.80108,47,8.9981,207
"Dec","2 PM","No","Friday","Good",53.132,53.59496,44,7.0015,170
"Dec","4 PM","No","Friday","Good",53.132,53.59496,41,6.0032,276
"Dec","5 PM","No","Friday","Good",53.132,53.59496,38,0,411
"Dec","6 PM","No","Friday","Good",51.44,51.80108,50,0,372
"Dec","7 PM","No","Friday","Good",46.364,41.00216,53,16.9979,265
"Dec","8 PM","No","Friday","Good",49.748,49.99532,40,19.0012,190
"Dec","9 PM","No","Friday","Good",46.364,42.79604,49,12.998,111
"Dec","10 PM","No","Friday","Good",44.672,41.00216,53,12.998,102
"Dec","11 PM","No","Friday","Good",44.672,39.1964,53,19.0012,95
"Dec","12 AM","No","Saturday","Good",42.98,37.40252,56,16.9979,75
"Dec","1 AM","No","Saturday","Good",39.596,33.80288,65,12.998,71
"Dec","2 AM","No","Saturday","Good",39.596,33.80288,65,11.0014,50
"Dec","3 AM","No","Saturday","Good",37.904,31.99712,70,8.9981,9
"Dec","4 AM","No","Saturday","Good",36.212,30.20324,75,8.9981,8
"Dec","5 AM","No","Saturday","Good",37.904,33.80288,70,6.0032,6
"Dec","6 AM","No","Saturday","Good",37.904,33.80288,65,7.0015,11
"Dec","7 AM","No","Saturday","Good",36.212,33.80288,75,6.0032,26
"Dec","8 AM","No","Saturday","Good",37.904,33.80288,75,6.0032,63
"Dec","9 AM","No","Saturday","Good",39.596,35.59676,70,7.0015,124
"Dec","10 AM","No","Saturday","Good",44.672,42.79604,61,8.9981,195
"Dec","11 AM","No","Saturday","Good",44.672,42.79604,57,6.0032,275
"Dec","12 PM","No","Saturday","Good",48.056,48.20144,50,0,358
"Dec","1 PM","No","Saturday","Good",48.056,46.39568,50,6.0032,292
"Dec","3 PM","No","Saturday","Good",49.748,49.99532,46,0,337
"Dec","4 PM","No","Saturday","Good",49.748,49.99532,46,0,305
"Dec","6 PM","No","Saturday","Good",46.364,42.79604,53,8.9981,224
"Dec","8 PM","No","Saturday","Good",42.98,41.00216,61,6.0032,127
"Dec","9 PM","No","Saturday","Fair",42.98,41.00216,61,6.0032,109
"Dec","10 PM","No","Saturday","Fair",44.672,42.79604,61,6.0032,114
"Dec","11 PM","No","Saturday","Good",42.98,39.1964,70,8.9981,85
"Dec","12 AM","No","Sunday","Good",42.98,41.00216,70,7.0015,83
"Dec","1 AM","No","Sunday","Good",42.98,41.00216,75,6.0032,74
"Dec","2 AM","No","Sunday","Good",39.596,39.1964,81,0,62
"Dec","3 AM","No","Sunday","Good",41.288,41.00216,75,0,41
"Dec","4 AM","No","Sunday","Good",39.596,39.1964,87,0,11
"Dec","5 AM","No","Sunday","Good",39.596,39.1964,81,0,4
"Dec","6 AM","No","Sunday","Good",37.904,37.40252,93,0,4
"Dec","7 AM","No","Sunday","Good",39.596,39.1964,87,0,26
"Dec","8 AM","No","Sunday","Good",39.596,39.1964,87,0,55
"Dec","9 AM","No","Sunday","Good",42.98,42.79604,81,0,126
"Dec","10 AM","No","Sunday","Good",44.672,42.79604,81,8.9981,216
"Dec","11 AM","No","Sunday","Good",46.364,42.79604,81,11.0014,254
"Dec","12 PM","No","Sunday","Good",48.056,44.6018,81,11.0014,329
"Dec","2 PM","No","Sunday","Good",53.132,53.59496,62,8.9981,323
"Dec","4 PM","No","Sunday","Good",53.132,53.59496,58,15.0013,330
"Dec","6 PM","No","Sunday","Good",49.748,49.99532,71,0,171
"Dec","7 PM","No","Sunday","Good",49.748,49.99532,76,0,173
"Dec","9 PM","No","Sunday","Good",48.056,46.39568,81,7.0015,72
"Dec","11 PM","No","Sunday","Good",46.364,44.6018,87,7.0015,45
"Dec","12 AM","No","Monday","Good",44.672,42.79604,87,6.0032,24
"Dec","1 AM","No","Monday","Good",44.672,44.6018,87,0,12
"Dec","2 AM","No","Monday","Good",44.672,44.6018,87,0,8
"Dec","3 AM","No","Monday","Good",44.672,44.6018,87,0,2
"Dec","4 AM","No","Monday","Good",42.98,41.00216,87,7.0015,7
"Dec","5 AM","No","Monday","Good",42.98,41.00216,87,7.0015,25
"Dec","6 AM","No","Monday","Good",42.98,41.00216,93,6.0032,90
"Dec","7 AM","No","Monday","Good",44.672,44.6018,90,0,283
"Dec","8 AM","No","Monday","Good",44.672,44.6018,93,0,404
"Dec","9 AM","No","Monday","Fair",48.056,46.39568,87,6.0032,190
"Dec","10 AM","No","Monday","Fair",48.056,46.39568,87,6.0032,87
"Dec","12 PM","No","Monday","Fair",51.44,51.80108,76,7.0015,154
"Dec","1 PM","No","Monday","Fair",53.132,53.59496,71,6.0032,171
"Dec","2 PM","No","Monday","Fair",56.516,57.1946,67,0,133
"Dec","3 PM","No","Monday","Fair",56.516,57.1946,72,6.0032,148
"Dec","4 PM","No","Monday","Good",59.9,60.79424,63,6.0032,248
"Dec","5 PM","No","Monday","Good",53.132,53.59496,77,0,446
"Dec","6 PM","No","Monday","Good",54.824,55.40072,77,0,399
"Dec","7 PM","No","Monday","Fair",56.516,57.1946,77,0,308
"Dec","8 PM","No","Monday","Fair",56.516,57.1946,82,7.0015,205
"Dec","9 PM","No","Monday","Fair",54.824,55.40072,88,6.0032,176
"Dec","10 PM","No","Monday","Fair",54.824,55.40072,88,8.9981,106
"Dec","1 AM","No","Tuesday","Fair",56.516,57.1946,88,19.9995,16
"Dec","2 AM","No","Tuesday","Fair",56.516,57.1946,87,12.998,3
"Dec","3 AM","No","Tuesday","Fair",56.516,57.1946,87,12.998,3
"Dec","6 AM","No","Tuesday","Fair",54.824,55.40072,94,19.0012,86
"Dec","7 AM","No","Tuesday","Fair",56.516,57.1946,94,12.998,234
"Dec","8 AM","No","Tuesday","Fair",56.516,57.1946,94,12.998,414
"Dec","9 AM","No","Tuesday","Fair",56.516,57.1946,94,15.0013,204
"Dec","10 AM","No","Tuesday","Bad",56.516,57.1946,94,19.0012,50
"Dec","11 AM","No","Tuesday","Bad",56.516,57.1946,94,16.9979,32
"Dec","1 PM","No","Tuesday","Bad",56.516,57.1946,100,12.998,71
"Dec","2 PM","No","Tuesday","Bad",58.208,59.00036,100,15.0013,75
"Dec","4 PM","No","Tuesday","Bad",56.516,57.1946,100,16.9979,88
"Dec","5 PM","No","Tuesday","Fair",56.516,57.1946,100,15.0013,262
"Dec","6 PM","No","Tuesday","Fair",56.516,57.1946,100,19.0012,304
"Dec","7 PM","No","Tuesday","Bad",56.516,57.1946,100,19.9995,233
"Dec","8 PM","No","Tuesday","Bad",56.516,57.1946,100,19.9995,110
"Dec","9 PM","No","Tuesday","Fair",54.824,55.40072,100,12.998,114
"Dec","10 PM","No","Tuesday","Bad",56.516,57.1946,100,11.0014,87
"Dec","11 PM","No","Tuesday","Bad",56.516,57.1946,100,11.0014,53
"Dec","12 AM","No","Wednesday","Good",54.824,55.40072,100,12.998,33
"Dec","1 AM","No","Wednesday","Fair",56.516,57.1946,100,16.9979,13
"Dec","2 AM","No","Wednesday","Bad",56.516,57.1946,100,15.0013,6
"Dec","3 AM","No","Wednesday","Bad",56.516,57.1946,100,15.0013,3
"Dec","4 AM","No","Wednesday","Bad",56.516,57.1946,100,11.0014,1
"Dec","5 AM","No","Wednesday","Bad",56.516,57.1946,100,11.0014,3
"Dec","6 AM","No","Wednesday","Bad",58.208,59.00036,100,27.9993,18
"Dec","7 AM","No","Wednesday","Bad",54.824,55.40072,100,7.0015,46
"Dec","8 AM","No","Wednesday","Bad",54.824,55.40072,100,0,86
"Dec","9 AM","No","Wednesday","Bad",54.824,55.40072,100,16.9979,64
"Dec","10 AM","No","Wednesday","Bad",54.824,55.40072,100,6.0032,33
"Dec","11 AM","No","Wednesday","Bad",54.824,55.40072,100,6.0032,50
"Dec","1 PM","No","Wednesday","Bad",54.824,55.40072,100,12.998,33
"Dec","2 PM","No","Wednesday","Bad",54.824,55.40072,100,12.998,25
"Dec","3 PM","No","Wednesday","Bad",53.132,53.59496,94,15.0013,30
"Dec","4 PM","No","Wednesday","Bad",53.132,53.59496,94,12.998,31
"Dec","5 PM","No","Wednesday","Bad",51.44,51.80108,100,22.0028,52
"Dec","6 PM","No","Wednesday","Bad",51.44,51.80108,94,19.9995,51
"Dec","7 PM","No","Wednesday","Bad",46.364,37.40252,87,43.0006,33
"Dec","8 PM","No","Wednesday","Bad",46.364,37.40252,87,43.0006,26
"Dec","9 PM","No","Wednesday","Bad",42.98,33.80288,87,35.0008,6
"Dec","11 PM","No","Wednesday","Good",37.904,28.39748,93,26.0027,16
"Dec","12 AM","No","Thursday","Fair",39.596,30.20324,87,19.9995,21
"Dec","1 AM","No","Thursday","Good",39.596,30.20324,81,23.9994,7
"Dec","2 AM","No","Thursday","Good",41.288,35.59676,65,15.0013,4
"Dec","3 AM","No","Thursday","Good",39.596,30.20324,60,19.9995,1
"Dec","4 AM","No","Thursday","Fair",37.904,26.6036,60,31.0009,2
"Dec","5 AM","No","Thursday","Good",36.212,28.39748,64,15.0013,12
"Dec","7 AM","No","Thursday","Good",36.212,28.39748,60,15.0013,244
"Dec","8 AM","No","Thursday","Good",36.212,28.39748,55,19.0012,429
"Dec","9 AM","No","Thursday","Good",37.904,28.39748,52,26.0027,225
"Dec","10 AM","No","Thursday","Good",39.596,30.20324,52,22.0028,110
"Dec","12 PM","No","Thursday","Good",41.288,33.80288,52,22.0028,156
"Dec","1 PM","No","Thursday","Good",42.98,35.59676,49,23.9994,124
"Dec","3 PM","No","Thursday","Good",44.672,42.79604,45,8.9981,117
"Dec","6 PM","No","Thursday","Good",41.288,35.59676,52,15.0013,318
"Dec","7 PM","No","Thursday","Good",39.596,35.59676,56,7.0015,232
"Dec","8 PM","No","Thursday","Good",39.596,35.59676,60,7.0015,175
"Dec","10 PM","No","Thursday","Good",39.596,35.59676,65,8.9981,92
"Dec","11 PM","No","Thursday","Good",37.904,33.80288,70,7.0015,61
"Dec","12 AM","No","Friday","Good",37.904,37.40252,65,0,34
"Dec","1 AM","No","Friday","Good",37.904,37.40252,65,0,14
"Dec","3 AM","No","Friday","Good",36.212,35.59676,80,0,6
"Dec","4 AM","No","Friday","Good",36.212,35.59676,80,0,2
"Dec","5 AM","No","Friday","Good",36.212,35.59676,80,0,20
"Dec","6 AM","No","Friday","Good",36.212,33.80288,80,6.0032,63
"Dec","7 AM","No","Friday","Good",36.212,33.80288,75,6.0032,199
"Dec","8 AM","No","Friday","Good",37.904,37.40252,81,0,385
"Dec","9 AM","No","Friday","Good",39.596,37.40252,81,6.0032,264
"Dec","10 AM","No","Friday","Fair",42.98,39.1964,70,11.0014,126
"Dec","11 AM","No","Friday","Good",44.672,39.1964,70,16.9979,136
"Dec","12 PM","No","Friday","Good",48.056,42.79604,57,19.9995,173
"Dec","1 PM","No","Friday","Good",49.748,49.99532,50,12.998,168
"Dec","3 PM","No","Friday","Good",49.748,49.99532,46,19.0012,189
"Dec","4 PM","No","Friday","Good",48.056,44.6018,62,8.9981,250
"Dec","5 PM","No","Friday","Good",46.364,44.6018,66,7.0015,362
"Dec","6 PM","No","Friday","Good",46.364,46.39568,61,0,318
"Dec","7 PM","No","Friday","Good",46.364,46.39568,61,0,199
"Dec","8 PM","No","Friday","Good",42.98,42.79604,81,0,150
"Dec","10 PM","No","Friday","Good",41.288,41.00216,87,0,129
"Dec","11 PM","No","Friday","Good",41.288,41.00216,81,0,94
"Dec","12 AM","No","Saturday","Fair",39.596,35.59676,81,7.0015,77
"Dec","1 AM","No","Saturday","Fair",39.596,33.80288,70,11.0014,66
"Dec","2 AM","No","Saturday","Fair",41.288,39.1964,61,6.0032,60
"Dec","3 AM","No","Saturday","Fair",41.288,39.1964,61,6.0032,25
"Dec","5 AM","No","Saturday","Good",39.596,33.80288,60,11.0014,6
"Dec","6 AM","No","Saturday","Good",37.904,33.80288,65,7.0015,11
"Dec","7 AM","No","Saturday","Good",37.904,30.20324,65,12.998,11
"Dec","9 AM","No","Saturday","Good",41.288,33.80288,61,19.0012,149
"Dec","10 AM","No","Saturday","Good",44.672,39.1964,57,16.9979,192
"Dec","11 AM","No","Saturday","Good",44.672,37.40252,53,27.9993,236
"Dec","12 PM","No","Saturday","Good",44.672,37.40252,45,27.9993,283
"Dec","1 PM","No","Saturday","Good",46.364,39.1964,34,27.9993,286
"Dec","3 PM","No","Saturday","Good",46.364,39.1964,34,23.9994,299
"Dec","6 PM","No","Saturday","Good",39.596,33.80288,38,15.0013,172
"Dec","7 PM","No","Saturday","Good",39.596,31.99712,38,19.0012,154
"Dec","8 PM","No","Saturday","Good",37.904,30.20324,35,15.0013,124
"Dec","10 PM","No","Saturday","Good",36.212,30.20324,41,8.9981,95
"Dec","11 PM","No","Saturday","Good",34.52,28.39748,47,11.0014,66
"Dec","12 AM","No","Sunday","Good",34.52,26.6036,51,15.0013,74
"Dec","1 AM","No","Sunday","Good",31.136,21.1982,59,15.0013,62
"Dec","2 AM","No","Sunday","Good",32.828,23.00396,55,16.9979,52
"Dec","5 AM","No","Sunday","Good",32.828,28.39748,59,7.0015,6
"Dec","8 AM","No","Sunday","Good",31.136,30.20324,69,0,72
"Dec","10 AM","No","Sunday","Good",37.904,37.40252,44,0,194
"Dec","11 AM","No","Sunday","Good",39.596,39.1964,35,0,197
"Dec","12 PM","No","Sunday","Good",39.596,39.1964,35,0,288
"Dec","3 PM","No","Sunday","Good",42.98,42.79604,26,0,266
"Dec","4 PM","No","Sunday","Good",42.98,42.79604,26,0,206
"Dec","5 PM","No","Sunday","Good",41.288,41.00216,30,0,163
"Dec","6 PM","No","Sunday","Good",37.904,30.20324,48,12.998,163
"Dec","7 PM","No","Sunday","Good",36.212,30.20324,55,12.998,105
"Dec","8 PM","No","Sunday","Good",36.212,31.99712,55,7.0015,72
"Dec","9 PM","No","Sunday","Good",36.212,35.59676,55,0,63
"Dec","10 PM","No","Sunday","Good",36.212,35.59676,55,0,43
"Dec","11 PM","No","Sunday","Good",34.52,33.80288,69,0,35
"Dec","12 AM","No","Monday","Good",34.52,30.20324,69,6.0032,20
"Dec","3 AM","No","Monday","Good",32.828,31.99712,74,0,2
"Dec","4 AM","No","Monday","Good",32.828,31.99712,74,0,3
"Dec","5 AM","No","Monday","Good",31.136,30.20324,80,0,21
"Dec","6 AM","No","Monday","Good",31.136,24.79784,80,7.0015,64
"Dec","8 AM","No","Monday","Fair",31.136,24.79784,80,7.0015,385
"Dec","9 AM","No","Monday","Fair",32.828,28.39748,74,6.0032,220
"Dec","10 AM","No","Monday","Fair",36.212,31.99712,69,7.0015,105
"Dec","12 PM","No","Monday","Good",41.288,37.40252,52,7.0015,145
"Dec","1 PM","No","Monday","Fair",42.98,41.00216,52,7.0015,166
"Dec","2 PM","No","Monday","Fair",44.672,42.79604,53,8.9981,111
"Dec","3 PM","No","Monday","Fair",44.672,42.79604,57,7.0015,132
"Dec","6 PM","No","Monday","Good",42.98,41.00216,56,6.0032,357
"Dec","7 PM","No","Monday","Good",41.288,39.1964,61,6.0032,241
"Dec","8 PM","No","Monday","Good",42.98,41.00216,56,6.0032,165
"Dec","9 PM","No","Monday","Good",39.596,39.1964,81,0,121
"Dec","11 PM","No","Monday","Good",37.904,37.40252,75,0,45
"Dec","12 AM","No","Tuesday","Good",36.212,35.59676,80,0,17
"Dec","2 AM","No","Tuesday","Good",34.52,33.80288,80,0,2
"Dec","3 AM","No","Tuesday","Good",32.828,31.99712,80,0,3
"Dec","4 AM","No","Tuesday","Good",34.52,33.80288,80,0,4
"Dec","6 AM","No","Tuesday","Good",34.52,33.80288,80,0,92
"Dec","7 AM","No","Tuesday","Good",31.136,23.00396,80,11.0014,223
"Dec","8 AM","No","Tuesday","Good",34.52,30.20324,69,7.0015,400
"Dec","9 AM","No","Tuesday","Good",39.596,33.80288,60,11.0014,233
"Dec","12 PM","No","Tuesday","Good",48.056,42.79604,43,23.9994,167
"Dec","1 PM","No","Tuesday","Good",51.44,51.80108,37,22.0028,127
"Dec","4 PM","No","Tuesday","Good",49.748,49.99532,37,16.9979,207
"Dec","5 PM","No","Tuesday","Good",48.056,44.6018,40,12.998,398
"Dec","6 PM","No","Tuesday","Good",46.364,41.00216,42,15.0013,382
"Dec","8 PM","No","Tuesday","Good",44.672,41.00216,49,11.0014,161
"Dec","10 PM","No","Tuesday","Good",42.98,39.1964,52,11.0014,107
"Dec","11 PM","No","Tuesday","Good",39.596,39.1964,70,0,59
"Dec","12 AM","No","Wednesday","Good",39.596,39.1964,75,0,22
"Dec","2 AM","No","Wednesday","Good",39.596,39.1964,75,0,2
"Dec","3 AM","No","Wednesday","Good",41.288,41.00216,65,0,3
"Dec","4 AM","No","Wednesday","Good",39.596,39.1964,75,0,4
"Dec","5 AM","No","Wednesday","Fair",39.596,39.1964,81,0,26
"Dec","6 AM","No","Wednesday","Fair",39.596,39.1964,87,0,87
"Dec","7 AM","No","Wednesday","Good",41.288,41.00216,75,0,247
"Dec","8 AM","No","Wednesday","Fair",39.596,39.1964,87,0,467
"Dec","9 AM","No","Wednesday","Fair",42.98,42.79604,61,0,239
"Dec","10 AM","No","Wednesday","Fair",44.672,44.6018,57,0,142
"Dec","11 AM","No","Wednesday","Fair",46.364,46.39568,55,0,115
"Dec","12 PM","No","Wednesday","Fair",48.056,46.39568,57,6.0032,144
"Dec","1 PM","No","Wednesday","Fair",48.056,46.39568,57,7.0015,133
"Dec","3 PM","No","Wednesday","Fair",49.748,49.99532,54,7.0015,167
"Dec","6 PM","No","Wednesday","Fair",48.056,44.6018,62,11.0014,390
"Dec","7 PM","No","Wednesday","Fair",48.056,46.39568,62,7.0015,268
"Dec","8 PM","No","Wednesday","Fair",46.364,44.6018,66,7.0015,175
"Dec","11 PM","No","Wednesday","Good",44.672,41.00216,70,11.0014,51
"Dec","12 AM","No","Thursday","Good",44.672,41.00216,70,11.0014,50
"Dec","1 AM","No","Thursday","Fair",44.672,41.00216,70,11.0014,20
"Dec","2 AM","No","Thursday","Fair",44.672,42.79604,70,8.9981,7
"Dec","3 AM","No","Thursday","Fair",44.672,42.79604,70,8.9981,3
"Dec","4 AM","No","Thursday","Fair",44.672,39.1964,70,15.0013,6
"Dec","5 AM","No","Thursday","Fair",44.672,39.1964,70,19.0012,24
"Dec","6 AM","No","Thursday","Good",44.672,41.00216,66,12.998,92
"Dec","7 AM","No","Thursday","Good",44.672,41.00216,70,12.998,258
"Dec","8 AM","No","Thursday","Fair",46.364,41.00216,66,15.0013,457
"Dec","11 AM","No","Thursday","Fair",51.44,51.80108,62,27.9993,135
"Dec","12 PM","No","Thursday","Fair",56.516,57.1946,59,32.9975,157
"Dec","1 PM","No","Thursday","Fair",59.9,60.79424,55,23.9994,164
"Dec","2 PM","No","Thursday","Fair",61.592,62.6,52,22.0028,132
"Dec","3 PM","No","Thursday","Bad",61.592,62.6,55,15.0013,82
"Dec","5 PM","No","Thursday","Fair",61.592,62.6,59,19.0012,324
"Dec","6 PM","No","Thursday","Fair",61.592,62.6,59,19.9995,377
"Dec","7 PM","No","Thursday","Fair",61.592,62.6,59,19.0012,287
"Dec","8 PM","No","Thursday","Good",61.592,62.6,59,22.0028,221
"Dec","9 PM","No","Thursday","Good",59.9,60.79424,63,19.9995,155
"Dec","10 PM","No","Thursday","Good",61.592,62.6,63,22.0028,124
"Dec","11 PM","No","Thursday","Good",61.592,62.6,63,22.0028,114
"Dec","12 AM","No","Friday","Good",59.9,60.79424,72,22.0028,72
"Dec","1 AM","No","Friday","Good",59.9,60.79424,72,15.0013,31
"Dec","2 AM","No","Friday","Good",58.208,59.00036,77,7.0015,23
"Dec","4 AM","No","Friday","Fair",59.9,60.79424,59,12.998,5
"Dec","6 AM","No","Friday","Fair",54.824,55.40072,33,19.9995,82
"Dec","7 AM","No","Friday","Fair",49.748,49.99532,46,19.9995,231
"Dec","9 AM","No","Friday","Good",48.056,42.79604,46,26.0027,243
"Dec","10 AM","No","Friday","Good",46.364,39.1964,46,19.9995,132
"Dec","11 AM","No","Friday","Fair",46.364,39.1964,42,19.9995,144
"Dec","2 PM","No","Friday","Fair",46.364,41.00216,42,15.0013,128
"Dec","3 PM","No","Friday","Fair",44.672,39.1964,45,19.9995,153
"Dec","5 PM","No","Friday","Fair",44.672,39.1964,45,19.0012,365
"Dec","6 PM","No","Friday","Fair",44.672,39.1964,45,16.9979,295
"Dec","8 PM","No","Friday","Fair",44.672,41.00216,45,12.998,152
"Dec","9 PM","No","Friday","Fair",44.672,41.00216,45,11.0014,102
"Dec","10 PM","No","Friday","Fair",42.98,39.1964,49,11.0014,106
"Dec","11 PM","No","Friday","Fair",42.98,39.1964,49,8.9981,75
"Dec","12 AM","No","Saturday","Good",42.98,37.40252,49,19.0012,62
"Dec","1 AM","No","Saturday","Fair",42.98,37.40252,52,16.9979,43
"Dec","3 AM","No","Saturday","Good",39.596,33.80288,60,12.998,26
"Dec","4 AM","No","Saturday","Good",37.904,31.99712,65,11.0014,9
"Dec","5 AM","No","Saturday","Fair",39.596,33.80288,60,12.998,9
"Dec","6 AM","No","Saturday","Fair",39.596,31.99712,56,19.0012,17
"Dec","7 AM","No","Saturday","Fair",39.596,33.80288,56,15.0013,20
"Dec","8 AM","No","Saturday","Fair",39.596,33.80288,56,15.0013,59
"Dec","11 AM","No","Saturday","Fair",41.288,33.80288,45,22.0028,209
"Dec","12 PM","No","Saturday","Fair",41.288,33.80288,45,19.0012,244
"Dec","2 PM","No","Saturday","Good",41.288,33.80288,45,23.9994,237
"Dec","3 PM","No","Saturday","Good",41.288,33.80288,45,19.0012,228
"Dec","6 PM","No","Saturday","Good",39.596,30.20324,48,26.0027,157
"Dec","7 PM","No","Saturday","Bad",37.904,28.39748,65,22.0028,106
"Dec","8 PM","No","Saturday","Good",36.212,28.39748,69,16.9979,106
"Dec","10 PM","No","Saturday","Good",34.52,28.39748,75,11.0014,80
"Dec","11 PM","No","Saturday","Good",34.52,30.20324,75,0,69
"Dec","12 AM","No","Sunday","Good",34.52,28.39748,75,8.9981,71
"Dec","1 AM","No","Sunday","Good",34.52,30.20324,69,7.0015,46
"Dec","4 AM","No","Sunday","Good",36.212,28.39748,55,15.0013,1
"Dec","6 AM","No","Sunday","Good",34.52,28.39748,59,8.9981,3
"Dec","7 AM","No","Sunday","Good",34.52,28.39748,59,11.0014,12
"Dec","8 AM","No","Sunday","Good",34.52,33.80288,69,0,32
"Dec","9 AM","No","Sunday","Good",36.212,30.20324,64,11.0014,81
"Dec","10 AM","No","Sunday","Good",37.904,30.20324,60,16.9979,129
"Dec","12 PM","No","Sunday","Good",39.596,33.80288,60,15.0013,228
"Dec","2 PM","No","Sunday","Good",42.98,37.40252,49,19.0012,219
"Dec","3 PM","No","Sunday","Good",44.672,39.1964,45,19.0012,207
"Dec","4 PM","No","Sunday","Good",41.288,35.59676,48,16.9979,234
"Dec","5 PM","No","Sunday","Good",41.288,35.59676,46,11.0014,136
"Dec","6 PM","No","Sunday","Good",41.288,35.59676,45,12.998,138
"Dec","7 PM","No","Sunday","Good",39.596,35.59676,52,8.9981,135
"Dec","10 PM","No","Sunday","Good",36.212,30.20324,75,12.998,49
"Dec","11 PM","No","Sunday","Good",34.52,30.20324,75,7.0015,37
"Dec","12 AM","No","Monday","Good",34.52,30.20324,75,6.0032,17
"Dec","2 AM","No","Monday","Good",32.828,28.39748,80,6.0032,3
"Dec","3 AM","No","Monday","Good",31.136,26.6036,86,6.0032,3
"Dec","4 AM","No","Monday","Good",31.136,24.79784,86,8.9981,4
"Dec","5 AM","No","Monday","Good",29.444,23.00396,93,7.0015,21
"Dec","6 AM","No","Monday","Good",31.136,24.79784,86,7.0015,68
